"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9205","Retrieve password @Crash","firefox","Fri Dec 13 00:40:02 GMT 2024","passed","Fri Dec 13 00:40:11 GMT 2024","","test.spec.js","",""
"","3258","Change perPage @Crash","firefox","Fri Dec 13 00:39:30 GMT 2024","passed","Fri Dec 13 00:39:34 GMT 2024","","test.spec.js","",""
"","3743","Check product description @Content","firefox","Fri Dec 13 00:39:58 GMT 2024","passed","Fri Dec 13 00:40:02 GMT 2024","","test.spec.js","",""
"","4018","Select currency @Crash","firefox","Fri Dec 13 00:39:34 GMT 2024","passed","Fri Dec 13 00:39:38 GMT 2024","","test.spec.js","",""
"","4697","Choose Product in hot item @Perfomance","firefox","Fri Dec 13 00:39:42 GMT 2024","passed","Fri Dec 13 00:39:46 GMT 2024","","test.spec.js","",""
"","4853","Check manufacturer link @Functional","firefox","Fri Dec 13 00:39:46 GMT 2024","passed","Fri Dec 13 00:39:51 GMT 2024","","test.spec.js","",""
"","3330","Send post comment @Crash","firefox","Fri Dec 13 00:39:38 GMT 2024","passed","Fri Dec 13 00:39:42 GMT 2024","","test.spec.js","",""
"","3527","Choose product with select options @Crash","firefox","Fri Dec 13 00:39:51 GMT 2024","passed","Fri Dec 13 00:39:55 GMT 2024","","test.spec.js","",""
"","2899","Filter by Price on product details @Functional","firefox","Fri Dec 13 00:39:55 GMT 2024","passed","Fri Dec 13 00:39:58 GMT 2024","","test.spec.js","",""
