"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7132","Choose Product in hot item @Perfomance","firefox","Thu Jan 16 00:36:44 GMT 2025","passed","Thu Jan 16 00:36:51 GMT 2025","","test.spec.js","",""
"","15130","Send post comment @Crash","firefox","Thu Jan 16 00:36:27 GMT 2025","failed","Thu Jan 16 00:36:43 GMT 2025","","test.spec.js","",""
"","5575","Select currency @Crash","firefox","Thu Jan 16 00:35:49 GMT 2025","passed","Thu Jan 16 00:35:54 GMT 2025","","test.spec.js","",""
"","4522","Choose product with select options @Crash","firefox","Thu Jan 16 00:36:59 GMT 2025","passed","Thu Jan 16 00:37:04 GMT 2025","","test.spec.js","",""
"","5076","Filter by Price on product details @Functional","firefox","Thu Jan 16 00:37:04 GMT 2025","passed","Thu Jan 16 00:37:09 GMT 2025","","test.spec.js","",""
"","4270","Check product description @Content","firefox","Thu Jan 16 00:37:09 GMT 2025","passed","Thu Jan 16 00:37:13 GMT 2025","","test.spec.js","",""
"","13582","Change perPage @Crash","firefox","Thu Jan 16 00:35:34 GMT 2025","failed","Thu Jan 16 00:35:47 GMT 2025","","test.spec.js","",""
"","10463","Retrieve password @Crash","firefox","Thu Jan 16 00:37:13 GMT 2025","passed","Thu Jan 16 00:37:24 GMT 2025","","test.spec.js","",""
"","7755","Check manufacturer link @Functional","firefox","Thu Jan 16 00:36:51 GMT 2025","passed","Thu Jan 16 00:36:59 GMT 2025","","test.spec.js","",""
