"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3729","Check product description @Content","firefox","Wed Jan 15 00:37:23 GMT 2025","passed","Wed Jan 15 00:37:26 GMT 2025","","test.spec.js","",""
"","3288","Filter by Price on product details @Functional","firefox","Wed Jan 15 00:37:19 GMT 2025","passed","Wed Jan 15 00:37:23 GMT 2025","","test.spec.js","",""
"","14029","Send post comment @Crash","firefox","Wed Jan 15 00:36:49 GMT 2025","failed","Wed Jan 15 00:37:03 GMT 2025","","test.spec.js","",""
"","7413","Retrieve password @Crash","firefox","Wed Jan 15 00:37:26 GMT 2025","passed","Wed Jan 15 00:37:34 GMT 2025","","test.spec.js","",""
"","3592","Choose product with select options @Crash","firefox","Wed Jan 15 00:37:16 GMT 2025","passed","Wed Jan 15 00:37:19 GMT 2025","","test.spec.js","",""
"","4963","Select currency @Crash","firefox","Wed Jan 15 00:36:12 GMT 2025","passed","Wed Jan 15 00:36:17 GMT 2025","","test.spec.js","",""
"","5533","Choose Product in hot item @Perfomance","firefox","Wed Jan 15 00:37:05 GMT 2025","passed","Wed Jan 15 00:37:10 GMT 2025","","test.spec.js","",""
"","12809","Change perPage @Crash","firefox","Wed Jan 15 00:35:58 GMT 2025","failed","Wed Jan 15 00:36:11 GMT 2025","","test.spec.js","",""
"","4977","Check manufacturer link @Functional","firefox","Wed Jan 15 00:37:11 GMT 2025","passed","Wed Jan 15 00:37:16 GMT 2025","","test.spec.js","",""
