"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3306","Check product description @Content","firefox","Fri Dec 06 00:39:41 GMT 2024","passed","Fri Dec 06 00:39:44 GMT 2024","","test.spec.js","",""
"","4244","Choose Product in hot item @Perfomance","firefox","Fri Dec 06 00:39:26 GMT 2024","passed","Fri Dec 06 00:39:30 GMT 2024","","test.spec.js","",""
"","3809","Change perPage @Crash","firefox","Fri Dec 06 00:39:15 GMT 2024","passed","Fri Dec 06 00:39:19 GMT 2024","","test.spec.js","",""
"","3012","Send post comment @Crash","firefox","Fri Dec 06 00:39:23 GMT 2024","passed","Fri Dec 06 00:39:26 GMT 2024","","test.spec.js","",""
"","2845","Filter by Price on product details @Functional","firefox","Fri Dec 06 00:39:38 GMT 2024","passed","Fri Dec 06 00:39:41 GMT 2024","","test.spec.js","",""
"","3884","Check manufacturer link @Functional","firefox","Fri Dec 06 00:39:30 GMT 2024","passed","Fri Dec 06 00:39:34 GMT 2024","","test.spec.js","",""
"","3621","Choose product with select options @Crash","firefox","Fri Dec 06 00:39:34 GMT 2024","passed","Fri Dec 06 00:39:38 GMT 2024","","test.spec.js","",""
"","3534","Select currency @Crash","firefox","Fri Dec 06 00:39:20 GMT 2024","passed","Fri Dec 06 00:39:23 GMT 2024","","test.spec.js","",""
"","7719","Retrieve password @Crash","firefox","Fri Dec 06 00:39:44 GMT 2024","passed","Fri Dec 06 00:39:52 GMT 2024","","test.spec.js","",""
