"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3849","Select currency @Crash","firefox","Wed Nov 13 19:47:15 GMT 2024","passed","Wed Nov 13 19:47:19 GMT 2024","","test.spec.js","",""
"","3333","Change perPage @Crash","firefox","Wed Nov 13 19:47:12 GMT 2024","passed","Wed Nov 13 19:47:15 GMT 2024","","test.spec.js","",""
"","3333","Choose product with select options @Crash","firefox","Wed Nov 13 19:47:31 GMT 2024","passed","Wed Nov 13 19:47:35 GMT 2024","","test.spec.js","",""
"","4592","Choose Product in hot item @Perfomance","firefox","Wed Nov 13 19:47:22 GMT 2024","passed","Wed Nov 13 19:47:27 GMT 2024","","test.spec.js","",""
"","4334","Check manufacturer link @Functional","firefox","Wed Nov 13 19:47:27 GMT 2024","passed","Wed Nov 13 19:47:31 GMT 2024","","test.spec.js","",""
"","7088","Retrieve password @Crash","firefox","Wed Nov 13 19:47:41 GMT 2024","passed","Wed Nov 13 19:47:48 GMT 2024","","test.spec.js","",""
"","2465","Filter by Price on product details @Functional","firefox","Wed Nov 13 19:47:35 GMT 2024","passed","Wed Nov 13 19:47:37 GMT 2024","","test.spec.js","",""
"","3149","Send post comment @Crash","firefox","Wed Nov 13 19:47:19 GMT 2024","passed","Wed Nov 13 19:47:22 GMT 2024","","test.spec.js","",""
"","3620","Check product description @Content","firefox","Wed Nov 13 19:47:37 GMT 2024","passed","Wed Nov 13 19:47:41 GMT 2024","","test.spec.js","",""
