"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3646","Choose product with select options @Crash","firefox","Wed Nov 20 00:38:09 GMT 2024","passed","Wed Nov 20 00:38:12 GMT 2024","","test.spec.js","",""
"","5092","Check manufacturer link @Functional","firefox","Wed Nov 20 00:38:04 GMT 2024","passed","Wed Nov 20 00:38:09 GMT 2024","","test.spec.js","",""
"","3213","Send post comment @Crash","firefox","Wed Nov 20 00:37:55 GMT 2024","passed","Wed Nov 20 00:37:58 GMT 2024","","test.spec.js","",""
"","3497","Filter by Price on product details @Functional","firefox","Wed Nov 20 00:38:13 GMT 2024","passed","Wed Nov 20 00:38:16 GMT 2024","","test.spec.js","",""
"","3778","Change perPage @Crash","firefox","Wed Nov 20 00:37:47 GMT 2024","passed","Wed Nov 20 00:37:51 GMT 2024","","test.spec.js","",""
"","5547","Choose Product in hot item @Perfomance","firefox","Wed Nov 20 00:37:58 GMT 2024","passed","Wed Nov 20 00:38:04 GMT 2024","","test.spec.js","",""
"","3665","Select currency @Crash","firefox","Wed Nov 20 00:37:51 GMT 2024","passed","Wed Nov 20 00:37:55 GMT 2024","","test.spec.js","",""
"","3376","Check product description @Content","firefox","Wed Nov 20 00:38:16 GMT 2024","passed","Wed Nov 20 00:38:19 GMT 2024","","test.spec.js","",""
"","6996","Retrieve password @Crash","firefox","Wed Nov 20 00:38:19 GMT 2024","passed","Wed Nov 20 00:38:26 GMT 2024","","test.spec.js","",""
