"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8889","Retrieve password @Crash","firefox","Wed Dec 25 00:37:03 GMT 2024","passed","Wed Dec 25 00:37:12 GMT 2024","","test.spec.js","",""
"","3843","Check product description @Content","firefox","Wed Dec 25 00:36:59 GMT 2024","passed","Wed Dec 25 00:37:03 GMT 2024","","test.spec.js","",""
"","4386","Select currency @Crash","firefox","Wed Dec 25 00:35:51 GMT 2024","passed","Wed Dec 25 00:35:56 GMT 2024","","test.spec.js","",""
"","4318","Check manufacturer link @Functional","firefox","Wed Dec 25 00:36:48 GMT 2024","passed","Wed Dec 25 00:36:52 GMT 2024","","test.spec.js","",""
"","12452","Change perPage @Crash","firefox","Wed Dec 25 00:35:38 GMT 2024","failed","Wed Dec 25 00:35:50 GMT 2024","","test.spec.js","",""
"","3677","Choose product with select options @Crash","firefox","Wed Dec 25 00:36:52 GMT 2024","passed","Wed Dec 25 00:36:56 GMT 2024","","test.spec.js","",""
"","13866","Send post comment @Crash","firefox","Wed Dec 25 00:36:27 GMT 2024","failed","Wed Dec 25 00:36:41 GMT 2024","","test.spec.js","",""
"","3069","Filter by Price on product details @Functional","firefox","Wed Dec 25 00:36:56 GMT 2024","passed","Wed Dec 25 00:36:59 GMT 2024","","test.spec.js","",""
"","5171","Choose Product in hot item @Perfomance","firefox","Wed Dec 25 00:36:42 GMT 2024","passed","Wed Dec 25 00:36:48 GMT 2024","","test.spec.js","",""
