"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3119","Select currency @Crash","firefox","Thu Dec 12 00:38:48 GMT 2024","passed","Thu Dec 12 00:38:51 GMT 2024","","test.spec.js","",""
"","7470","Retrieve password @Crash","firefox","Thu Dec 12 00:39:14 GMT 2024","passed","Thu Dec 12 00:39:22 GMT 2024","","test.spec.js","",""
"","3327","Change perPage @Crash","firefox","Thu Dec 12 00:38:44 GMT 2024","passed","Thu Dec 12 00:38:47 GMT 2024","","test.spec.js","",""
"","5056","Check manufacturer link @Functional","firefox","Thu Dec 12 00:38:58 GMT 2024","passed","Thu Dec 12 00:39:03 GMT 2024","","test.spec.js","",""
"","3127","Send post comment @Crash","firefox","Thu Dec 12 00:38:51 GMT 2024","passed","Thu Dec 12 00:38:54 GMT 2024","","test.spec.js","",""
"","3732","Check product description @Content","firefox","Thu Dec 12 00:39:10 GMT 2024","passed","Thu Dec 12 00:39:14 GMT 2024","","test.spec.js","",""
"","3555","Filter by Price on product details @Functional","firefox","Thu Dec 12 00:39:07 GMT 2024","passed","Thu Dec 12 00:39:10 GMT 2024","","test.spec.js","",""
"","3606","Choose product with select options @Crash","firefox","Thu Dec 12 00:39:03 GMT 2024","passed","Thu Dec 12 00:39:07 GMT 2024","","test.spec.js","",""
"","4121","Choose Product in hot item @Perfomance","firefox","Thu Dec 12 00:38:54 GMT 2024","passed","Thu Dec 12 00:38:58 GMT 2024","","test.spec.js","",""
