"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3257","Select currency @Crash","firefox","Fri Nov 22 00:39:57 GMT 2024","passed","Fri Nov 22 00:40:01 GMT 2024","","test.spec.js","",""
"","2557","Filter by Price on product details @Functional","firefox","Fri Nov 22 00:40:14 GMT 2024","passed","Fri Nov 22 00:40:16 GMT 2024","","test.spec.js","",""
"","3520","Check manufacturer link @Functional","firefox","Fri Nov 22 00:40:07 GMT 2024","passed","Fri Nov 22 00:40:11 GMT 2024","","test.spec.js","",""
"","2990","Choose product with select options @Crash","firefox","Fri Nov 22 00:40:11 GMT 2024","passed","Fri Nov 22 00:40:14 GMT 2024","","test.spec.js","",""
"","3011","Send post comment @Crash","firefox","Fri Nov 22 00:40:01 GMT 2024","passed","Fri Nov 22 00:40:04 GMT 2024","","test.spec.js","",""
"","3727","Choose Product in hot item @Perfomance","firefox","Fri Nov 22 00:40:04 GMT 2024","passed","Fri Nov 22 00:40:07 GMT 2024","","test.spec.js","",""
"","6666","Retrieve password @Crash","firefox","Fri Nov 22 00:40:19 GMT 2024","passed","Fri Nov 22 00:40:26 GMT 2024","","test.spec.js","",""
"","6337","Change perPage @Crash","firefox","Fri Nov 22 00:39:50 GMT 2024","passed","Fri Nov 22 00:39:56 GMT 2024","","test.spec.js","",""
"","3009","Check product description @Content","firefox","Fri Nov 22 00:40:16 GMT 2024","passed","Fri Nov 22 00:40:19 GMT 2024","","test.spec.js","",""
