"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7513","Retrieve password @Crash","firefox","Thu Nov 14 00:36:02 GMT 2024","passed","Thu Nov 14 00:36:10 GMT 2024","","test.spec.js","",""
"","3456","Send post comment @Crash","firefox","Thu Nov 14 00:35:39 GMT 2024","passed","Thu Nov 14 00:35:42 GMT 2024","","test.spec.js","",""
"","3758","Filter by Price on product details @Functional","firefox","Thu Nov 14 00:35:55 GMT 2024","passed","Thu Nov 14 00:35:59 GMT 2024","","test.spec.js","",""
"","3908","Choose product with select options @Crash","firefox","Thu Nov 14 00:35:51 GMT 2024","passed","Thu Nov 14 00:35:55 GMT 2024","","test.spec.js","",""
"","3476","Check product description @Content","firefox","Thu Nov 14 00:35:59 GMT 2024","passed","Thu Nov 14 00:36:02 GMT 2024","","test.spec.js","",""
"","3256","Change perPage @Crash","firefox","Thu Nov 14 00:35:31 GMT 2024","passed","Thu Nov 14 00:35:34 GMT 2024","","test.spec.js","",""
"","4451","Choose Product in hot item @Perfomance","firefox","Thu Nov 14 00:35:42 GMT 2024","passed","Thu Nov 14 00:35:46 GMT 2024","","test.spec.js","",""
"","4707","Check manufacturer link @Functional","firefox","Thu Nov 14 00:35:46 GMT 2024","passed","Thu Nov 14 00:35:51 GMT 2024","","test.spec.js","",""
"","3972","Select currency @Crash","firefox","Thu Nov 14 00:35:35 GMT 2024","passed","Thu Nov 14 00:35:39 GMT 2024","","test.spec.js","",""
