"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4067","Select currency @Crash","firefox","Wed Nov 27 00:38:00 GMT 2024","passed","Wed Nov 27 00:38:04 GMT 2024","","test.spec.js","",""
"","3617","Change perPage @Crash","firefox","Wed Nov 27 00:37:55 GMT 2024","passed","Wed Nov 27 00:37:59 GMT 2024","","test.spec.js","",""
"","3784","Check product description @Content","firefox","Wed Nov 27 00:38:24 GMT 2024","passed","Wed Nov 27 00:38:28 GMT 2024","","test.spec.js","",""
"","3370","Send post comment @Crash","firefox","Wed Nov 27 00:38:04 GMT 2024","passed","Wed Nov 27 00:38:07 GMT 2024","","test.spec.js","",""
"","5133","Check manufacturer link @Functional","firefox","Wed Nov 27 00:38:12 GMT 2024","passed","Wed Nov 27 00:38:17 GMT 2024","","test.spec.js","",""
"","3275","Filter by Price on product details @Functional","firefox","Wed Nov 27 00:38:21 GMT 2024","passed","Wed Nov 27 00:38:24 GMT 2024","","test.spec.js","",""
"","4591","Choose Product in hot item @Perfomance","firefox","Wed Nov 27 00:38:07 GMT 2024","passed","Wed Nov 27 00:38:12 GMT 2024","","test.spec.js","",""
"","6977","Retrieve password @Crash","firefox","Wed Nov 27 00:38:28 GMT 2024","passed","Wed Nov 27 00:38:35 GMT 2024","","test.spec.js","",""
"","3880","Choose product with select options @Crash","firefox","Wed Nov 27 00:38:17 GMT 2024","passed","Wed Nov 27 00:38:21 GMT 2024","","test.spec.js","",""
