"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13551","Send post comment @Crash","firefox","Sun Jan 12 00:42:19 GMT 2025","failed","Sun Jan 12 00:42:32 GMT 2025","","test.spec.js","",""
"","3097","Check product description @Content","firefox","Sun Jan 12 00:42:51 GMT 2025","passed","Sun Jan 12 00:42:54 GMT 2025","","test.spec.js","",""
"","7774","Retrieve password @Crash","firefox","Sun Jan 12 00:42:54 GMT 2025","passed","Sun Jan 12 00:43:02 GMT 2025","","test.spec.js","",""
"","12770","Change perPage @Crash","firefox","Sun Jan 12 00:41:30 GMT 2025","failed","Sun Jan 12 00:41:43 GMT 2025","","test.spec.js","",""
"","3906","Select currency @Crash","firefox","Sun Jan 12 00:41:44 GMT 2025","passed","Sun Jan 12 00:41:48 GMT 2025","","test.spec.js","",""
"","5166","Check manufacturer link @Functional","firefox","Sun Jan 12 00:42:39 GMT 2025","passed","Sun Jan 12 00:42:44 GMT 2025","","test.spec.js","",""
"","2961","Filter by Price on product details @Functional","firefox","Sun Jan 12 00:42:48 GMT 2025","passed","Sun Jan 12 00:42:51 GMT 2025","","test.spec.js","",""
"","3797","Choose product with select options @Crash","firefox","Sun Jan 12 00:42:44 GMT 2025","passed","Sun Jan 12 00:42:48 GMT 2025","","test.spec.js","",""
"","5109","Choose Product in hot item @Perfomance","firefox","Sun Jan 12 00:42:34 GMT 2025","passed","Sun Jan 12 00:42:39 GMT 2025","","test.spec.js","",""
