"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4178","Choose product with select options @Crash","firefox","Sat Jan 18 00:35:07 GMT 2025","passed","Sat Jan 18 00:35:11 GMT 2025","","test.spec.js","",""
"","12781","Change perPage @Crash","firefox","Sat Jan 18 00:33:45 GMT 2025","failed","Sat Jan 18 00:33:58 GMT 2025","","test.spec.js","",""
"","13781","Send post comment @Crash","firefox","Sat Jan 18 00:34:37 GMT 2025","failed","Sat Jan 18 00:34:51 GMT 2025","","test.spec.js","",""
"","5835","Select currency @Crash","firefox","Sat Jan 18 00:34:00 GMT 2025","passed","Sat Jan 18 00:34:05 GMT 2025","","test.spec.js","",""
"","4354","Check product description @Content","firefox","Sat Jan 18 00:35:15 GMT 2025","passed","Sat Jan 18 00:35:19 GMT 2025","","test.spec.js","",""
"","11777","Retrieve password @Crash","firefox","Sat Jan 18 00:35:19 GMT 2025","passed","Sat Jan 18 00:35:31 GMT 2025","","test.spec.js","",""
"","5779","Check manufacturer link @Functional","firefox","Sat Jan 18 00:35:01 GMT 2025","passed","Sat Jan 18 00:35:07 GMT 2025","","test.spec.js","",""
"","8881","Choose Product in hot item @Perfomance","firefox","Sat Jan 18 00:34:52 GMT 2025","passed","Sat Jan 18 00:35:01 GMT 2025","","test.spec.js","",""
"","3610","Filter by Price on product details @Functional","firefox","Sat Jan 18 00:35:11 GMT 2025","passed","Sat Jan 18 00:35:15 GMT 2025","","test.spec.js","",""
