"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3272","Change perPage @Crash","firefox","Mon Dec 16 00:42:30 GMT 2024","passed","Mon Dec 16 00:42:34 GMT 2024","","test.spec.js","",""
"","4676","Check manufacturer link @Functional","firefox","Mon Dec 16 00:42:46 GMT 2024","passed","Mon Dec 16 00:42:51 GMT 2024","","test.spec.js","",""
"","3612","Select currency @Crash","firefox","Mon Dec 16 00:42:34 GMT 2024","passed","Mon Dec 16 00:42:38 GMT 2024","","test.spec.js","",""
"","3377","Choose product with select options @Crash","firefox","Mon Dec 16 00:42:51 GMT 2024","passed","Mon Dec 16 00:42:54 GMT 2024","","test.spec.js","",""
"","3406","Check product description @Content","firefox","Mon Dec 16 00:42:57 GMT 2024","passed","Mon Dec 16 00:43:00 GMT 2024","","test.spec.js","",""
"","3036","Send post comment @Crash","firefox","Mon Dec 16 00:42:38 GMT 2024","passed","Mon Dec 16 00:42:41 GMT 2024","","test.spec.js","",""
"","8048","Retrieve password @Crash","firefox","Mon Dec 16 00:43:00 GMT 2024","passed","Mon Dec 16 00:43:08 GMT 2024","","test.spec.js","",""
"","2617","Filter by Price on product details @Functional","firefox","Mon Dec 16 00:42:54 GMT 2024","passed","Mon Dec 16 00:42:57 GMT 2024","","test.spec.js","",""
"","5166","Choose Product in hot item @Perfomance","firefox","Mon Dec 16 00:42:41 GMT 2024","passed","Mon Dec 16 00:42:46 GMT 2024","","test.spec.js","",""
